IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
172.65.4.185,4,4,0.00,17.07,0.00,N/A
172.65.10.245,4,4,0.00,17.25,0.00,N/A
172.65.30.51,4,4,0.00,17.81,0.00,N/A
104.29.137.114,4,4,0.00,17.93,0.00,N/A
172.64.79.208,4,4,0.00,19.39,0.00,N/A
172.64.40.236,4,4,0.00,19.44,0.00,N/A
198.41.218.142,4,4,0.00,20.07,0.00,N/A
104.29.153.37,4,4,0.00,22.28,0.00,N/A
104.29.148.211,4,4,0.00,22.46,0.00,N/A
162.159.237.127,4,4,0.00,23.34,0.00,N/A
104.29.135.36,4,4,0.00,34.19,0.00,N/A
172.64.78.137,4,4,0.00,59.68,0.00,N/A
104.29.152.115,4,4,0.00,60.98,0.00,N/A
104.29.157.89,4,4,0.00,62.17,0.00,N/A
104.29.111.45,4,4,0.00,66.68,0.00,N/A
104.29.126.84,4,4,0.00,68.72,0.00,N/A
104.29.138.52,4,4,0.00,69.98,0.00,N/A
104.29.124.219,4,4,0.00,76.00,0.00,N/A
104.29.127.41,4,4,0.00,76.90,0.00,N/A
104.29.125.27,4,4,0.00,82.93,0.00,N/A
104.29.151.151,4,4,0.00,82.98,0.00,N/A
104.29.154.132,4,4,0.00,83.60,0.00,N/A
104.29.159.10,4,4,0.00,83.89,0.00,N/A
104.29.155.166,4,4,0.00,91.16,0.00,N/A
104.29.146.128,4,4,0.00,93.42,0.00,N/A
104.29.147.65,4,4,0.00,94.46,0.00,N/A
104.31.0.20,4,4,0.00,98.48,0.00,N/A
104.29.158.14,4,4,0.00,101.05,0.00,N/A
104.29.142.106,4,4,0.00,121.06,0.00,N/A
104.29.140.194,4,4,0.00,160.14,0.00,N/A
104.29.145.246,4,4,0.00,161.26,0.00,N/A
104.29.143.167,4,4,0.00,165.91,0.00,N/A
